"gene1","gene2","FisherExactTest.p_value"
"BRD7","TYRO3",0.0329670329670329
"C10orf118","TYRO3",0.0329670329670329
"CAD","TYRO3",0.0329670329670329
"CCDC8","TYRO3",0.0329670329670329
"DLGAP4","TYRO3",0.0329670329670329
"EP400","TYRO3",0.0329670329670329
"EPHA1","TYRO3",0.0329670329670329
"EPS15","TYRO3",0.0329670329670329
"FANCA","TYRO3",0.0329670329670329
"FEM1B","TYRO3",0.0329670329670329
"FGFR3","TYRO3",0.0329670329670329
"FLT4","TYRO3",0.0329670329670329
"FNBP4","TYRO3",0.0329670329670329
"FNDC3B","TYRO3",0.0329670329670329
"FREM2","TYRO3",0.0329670329670329
"GABRE","TYRO3",0.0329670329670329
"GAPVD1","TYRO3",0.0329670329670329
"GNL2","TYRO3",0.0329670329670329
"GYS2","TYRO3",0.0329670329670329
"IRS1","TYRO3",0.0329670329670329
"ITGB6","TYRO3",0.0329670329670329
"LAMB4","TYRO3",0.0329670329670329
"LRP1B","TYRO3",0.0329670329670329
"LRPPRC","TYRO3",0.0329670329670329
"MADD","TYRO3",0.0329670329670329
"MED13","TYRO3",0.0329670329670329
"MON2","TYRO3",0.0329670329670329
"NBEA","TYRO3",0.0329670329670329
"NUP153","TYRO3",0.0329670329670329
"NUP205","TYRO3",0.0329670329670329
"PASK","TYRO3",0.0329670329670329
"PCNT","TYRO3",0.0329670329670329
"PDE3A","TYRO3",0.0329670329670329
"PHF1","TYRO3",0.0329670329670329
"PHLPP2","TYRO3",0.0329670329670329
"PIK3R1","TYRO3",0.0329670329670329
"PRKD1","TYRO3",0.0329670329670329
"PRRC2A","TYRO3",0.0329670329670329
"PTGS1","TYRO3",0.0329670329670329
"RGL1","TYRO3",0.0329670329670329
"RPGRIP1","TYRO3",0.0329670329670329
"RREB1","TYRO3",0.0329670329670329
"SETBP1","TYRO3",0.0329670329670329
"SETD2","TYRO3",0.0329670329670329
"SMEK2","TYRO3",0.0329670329670329
"SMG7","TYRO3",0.0329670329670329
"SPTA1","TYRO3",0.0329670329670329
"STAG1","TYRO3",0.0329670329670329
"SYT10","TYRO3",0.0329670329670329
"TAS2R20","TYRO3",0.0329670329670329
"TP63","TYRO3",0.0329670329670329
"TRRAP","TYRO3",0.0329670329670329
"TYRO3","ABCA13",0.0329670329670329
"TYRO3","ABCF1",0.0329670329670329
"TYRO3","ACACB",0.0329670329670329
"TYRO3","ADAM21",0.0329670329670329
"TYRO3","APOB",0.0329670329670329
"TYRO3","BAZ2A",0.0329670329670329
"TYRO3","BRD7",0.0329670329670329
"TYRO3","C10orf118",0.0329670329670329
"TYRO3","CAD",0.0329670329670329
"TYRO3","CCDC8",0.0329670329670329
"TYRO3","DLGAP4",0.0329670329670329
"TYRO3","EP400",0.0329670329670329
"TYRO3","EPHA1",0.0329670329670329
"TYRO3","EPS15",0.0329670329670329
"TYRO3","FANCA",0.0329670329670329
"TYRO3","FEM1B",0.0329670329670329
"TYRO3","FGFR3",0.0329670329670329
"TYRO3","FLT4",0.0329670329670329
"TYRO3","FNBP4",0.0329670329670329
"TYRO3","FNDC3B",0.0329670329670329
"TYRO3","FREM2",0.0329670329670329
"TYRO3","GABRE",0.0329670329670329
"TYRO3","GAPVD1",0.0329670329670329
"TYRO3","GNL2",0.0329670329670329
"TYRO3","GYS2",0.0329670329670329
"TYRO3","IRS1",0.0329670329670329
"TYRO3","ITGB6",0.0329670329670329
"TYRO3","LAMB4",0.0329670329670329
"TYRO3","LRP1B",0.0329670329670329
"TYRO3","LRPPRC",0.0329670329670329
"TYRO3","MADD",0.0329670329670329
"TYRO3","MED13",0.0329670329670329
"TYRO3","MON2",0.0329670329670329
"TYRO3","NBEA",0.0329670329670329
"TYRO3","NUP153",0.0329670329670329
"TYRO3","NUP205",0.0329670329670329
"TYRO3","PASK",0.0329670329670329
"TYRO3","PCNT",0.0329670329670329
"TYRO3","PDE3A",0.0329670329670329
"TYRO3","PHF1",0.0329670329670329
"TYRO3","PHLPP2",0.0329670329670329
"TYRO3","PIK3R1",0.0329670329670329
"TYRO3","PRKD1",0.0329670329670329
"TYRO3","PRRC2A",0.0329670329670329
"TYRO3","PTGS1",0.0329670329670329
"TYRO3","RGL1",0.0329670329670329
"TYRO3","RPGRIP1",0.0329670329670329
"TYRO3","RREB1",0.0329670329670329
"TYRO3","SETBP1",0.0329670329670329
"TYRO3","SETD2",0.0329670329670329
"TYRO3","SMEK2",0.0329670329670329
"TYRO3","SMG7",0.0329670329670329
"TYRO3","SPTA1",0.0329670329670329
"TYRO3","STAG1",0.0329670329670329
"TYRO3","SYT10",0.0329670329670329
"TYRO3","TAS2R20",0.0329670329670329
"TYRO3","TP63",0.0329670329670329
"TYRO3","TRRAP",0.0329670329670329
"TYRO3","USP54",0.0329670329670329
"TYRO3","ZBTB33",0.0329670329670329
"TYRO3","ZMYND8",0.0329670329670329
"TYRO3","ZNF180",0.0329670329670329
"TYRO3","ZNF236",0.0329670329670329
"TYRO3","ZNF267",0.0329670329670329
"TYRO3","ZNF546",0.0329670329670329
"USP54","TYRO3",0.0329670329670329
"ZBTB33","TYRO3",0.0329670329670329
"ZMYND8","TYRO3",0.0329670329670329
"ZNF180","TYRO3",0.0329670329670329
"ZNF236","TYRO3",0.0329670329670329
"ZNF267","TYRO3",0.0329670329670329
"ZNF546","TYRO3",0.0329670329670329
"FRG1B","TYRO3",0.033005788127608
"TYRO3","FRG1B",0.033005788127608
"KMT2D","KMT2C",0.0334601463633722
"KMT2C","KMT2D",0.0334601463633722
"NBPF10","SPEN",0.0341506169991927
"SPEN","NBPF10",0.0341506169991927
"ARHGAP30","KMT2C",0.0344438170525127
"ARHGAP44","KMT2C",0.0344438170525127
"ARNTL","KMT2C",0.0344438170525127
"ASXL1","KMT2C",0.0344438170525127
"ATM","KMT2C",0.0344438170525127
"BMP1","KMT2C",0.0344438170525127
"C19orf57","KMT2C",0.0344438170525127
"C2orf16","KMT2C",0.0344438170525127
"C4orf21","KMT2C",0.0344438170525127
"CAMSAP2","KMT2C",0.0344438170525127
"CCDC88A","KMT2C",0.0344438170525127
"CHRND","KMT2C",0.0344438170525127
"CNTROB","KMT2C",0.0344438170525127
"COBLL1","KMT2C",0.0344438170525127
"CREBZF","KMT2C",0.0344438170525127
"CRYBG3","KMT2C",0.0344438170525127
"CSMD1","KMT2C",0.0344438170525127
"CYB5D2","KMT2C",0.0344438170525127
"DCHS2","KMT2C",0.0344438170525127
"DDX39B","KMT2C",0.0344438170525127
"DIS3L","KMT2C",0.0344438170525127
"DMBT1","KMT2C",0.0344438170525127
"DNAJC13","KMT2C",0.0344438170525127
"DNM2","KMT2C",0.0344438170525127
"DSE","KMT2C",0.0344438170525127
"DSG1","KMT2C",0.0344438170525127
"DYNC1LI1","KMT2C",0.0344438170525127
"EXOC1","KMT2C",0.0344438170525127
"FIGF","KMT2C",0.0344438170525127
"FLT3","KMT2C",0.0344438170525127
"FRAS1","KMT2C",0.0344438170525127
"GPNMB","KMT2C",0.0344438170525127
"GRAMD1B","KMT2C",0.0344438170525127
"GRIK3","KMT2C",0.0344438170525127
"HEATR1","KMT2C",0.0344438170525127
"HIST1H3F","KMT2C",0.0344438170525127
"HKDC1","KMT2C",0.0344438170525127
"HMHA1","KMT2C",0.0344438170525127
"HNRNPH1","KMT2C",0.0344438170525127
"HYOU1","KMT2C",0.0344438170525127
"IST1","KMT2C",0.0344438170525127
"ITIH1","KMT2C",0.0344438170525127
"ITPR3","KMT2C",0.0344438170525127
"KCNC4","KMT2C",0.0344438170525127
"KCNK5","KMT2C",0.0344438170525127
"KCTD16","KMT2C",0.0344438170525127
"KIAA1217","KMT2C",0.0344438170525127
"KMT2C","ARHGAP30",0.0344438170525127
"KMT2C","ARHGAP44",0.0344438170525127
"KMT2C","ARNTL",0.0344438170525127
"KMT2C","ASXL1",0.0344438170525127
"KMT2C","ATM",0.0344438170525127
"KMT2C","BMP1",0.0344438170525127
"KMT2C","C19orf57",0.0344438170525127
"KMT2C","C2orf16",0.0344438170525127
"KMT2C","C4orf21",0.0344438170525127
"KMT2C","CAMSAP2",0.0344438170525127
"KMT2C","CCDC88A",0.0344438170525127
"KMT2C","CHRND",0.0344438170525127
"KMT2C","CNTROB",0.0344438170525127
"KMT2C","COBLL1",0.0344438170525127
"KMT2C","CREBZF",0.0344438170525127
"KMT2C","CRYBG3",0.0344438170525127
"KMT2C","CSMD1",0.0344438170525127
"KMT2C","CYB5D2",0.0344438170525127
"KMT2C","DCHS2",0.0344438170525127
"KMT2C","DDX39B",0.0344438170525127
"KMT2C","DIS3L",0.0344438170525127
"KMT2C","DMBT1",0.0344438170525127
"KMT2C","DNAJC13",0.0344438170525127
"KMT2C","DNM2",0.0344438170525127
"KMT2C","DSE",0.0344438170525127
"KMT2C","DSG1",0.0344438170525127
"KMT2C","DYNC1LI1",0.0344438170525127
"KMT2C","EXOC1",0.0344438170525127
"KMT2C","FIGF",0.0344438170525127
"KMT2C","FLT3",0.0344438170525127
"KMT2C","FRAS1",0.0344438170525127
"KMT2C","GPNMB",0.0344438170525127
"KMT2C","GRAMD1B",0.0344438170525127
"KMT2C","GRIK3",0.0344438170525127
"KMT2C","HEATR1",0.0344438170525127
"KMT2C","HIST1H3F",0.0344438170525127
"KMT2C","HKDC1",0.0344438170525127
"KMT2C","HMHA1",0.0344438170525127
"KMT2C","HNRNPH1",0.0344438170525127
"KMT2C","HYOU1",0.0344438170525127
"KMT2C","IST1",0.0344438170525127
"KMT2C","ITIH1",0.0344438170525127
"KMT2C","ITPR3",0.0344438170525127
"KMT2C","KCNC4",0.0344438170525127
"KMT2C","KCNK5",0.0344438170525127
"KMT2C","KCTD16",0.0344438170525127
"KMT2C","KIAA1217",0.0344438170525127
"KMT2C","KRTAP4-4",0.0344438170525127
"KMT2C","L3MBTL1",0.0344438170525127
"KMT2C","LDLRAD3",0.0344438170525127
"KMT2C","LYST",0.0344438170525127
"KMT2C","MUC21",0.0344438170525127
"KMT2C","MYO18A",0.0344438170525127
"KMT2C","MYT1",0.0344438170525127
"KMT2C","NBEAL2",0.0344438170525127
"KMT2C","NBPF1",0.0344438170525127
"KMT2C","NBPF3",0.0344438170525127
"KMT2C","NCOA1",0.0344438170525127
"KMT2C","NLRP8",0.0344438170525127
"KMT2C","NOS2",0.0344438170525127
"KMT2C","NSRP1",0.0344438170525127
"KMT2C","NUDT16",0.0344438170525127
"KMT2C","NUP188",0.0344438170525127
"KMT2C","OTOF",0.0344438170525127
"KMT2C","PADI3",0.0344438170525127
"KMT2C","PCDHAC1",0.0344438170525127
"KMT2C","PCDHGB1",0.0344438170525127
"KMT2C","PDS5B",0.0344438170525127
"KMT2C","PLCG2",0.0344438170525127
"KMT2C","PPCS",0.0344438170525127
"KMT2C","PRDM13",0.0344438170525127
"KMT2C","PRICKLE1",0.0344438170525127
"KMT2C","PRKD2",0.0344438170525127
"KMT2C","PROM2",0.0344438170525127
"KMT2C","PTPN3",0.0344438170525127
"KMT2C","PTPRD",0.0344438170525127
"KMT2C","PTPRN",0.0344438170525127
"KMT2C","RAB3GAP2",0.0344438170525127
"KMT2C","RALGAPA2",0.0344438170525127
"KMT2C","RBBP6",0.0344438170525127
"KMT2C","RBL1",0.0344438170525127
"KMT2C","RIC8B",0.0344438170525127
"KMT2C","RIMS1",0.0344438170525127
"KMT2C","RSC1A1",0.0344438170525127
"KMT2C","RSPH6A",0.0344438170525127
"KMT2C","RTN3",0.0344438170525127
"KMT2C","SCN10A",0.0344438170525127
"KMT2C","SEMG2",0.0344438170525127
"KMT2C","SLC25A13",0.0344438170525127
"KMT2C","SLC32A1",0.0344438170525127
"KMT2C","SLC5A8",0.0344438170525127
"KMT2C","SMARCAL1",0.0344438170525127
"KMT2C","SPECC1L",0.0344438170525127
"KMT2C","SPG11",0.0344438170525127
"KMT2C","SPIRE2",0.0344438170525127
"KMT2C","SSX2IP",0.0344438170525127
"KMT2C","TEKT2",0.0344438170525127
"KMT2C","TGM2",0.0344438170525127
"KMT2C","TNKS",0.0344438170525127
"KMT2C","UBR4",0.0344438170525127
"KMT2C","ZFHX3",0.0344438170525127
"KMT2C","ZFP30",0.0344438170525127
"KMT2C","ZNF300",0.0344438170525127
"KMT2C","ZNF592",0.0344438170525127
"KMT2C","ZNF599",0.0344438170525127
"KMT2C","ZNF649",0.0344438170525127
"KMT2C","ZNF724P",0.0344438170525127
"KMT2C","ZNF831",0.0344438170525127
"KMT2C","ZNF836",0.0344438170525127
"KRTAP4-4","KMT2C",0.0344438170525127
"L3MBTL1","KMT2C",0.0344438170525127
"LDLRAD3","KMT2C",0.0344438170525127
"LYST","KMT2C",0.0344438170525127
"MUC21","KMT2C",0.0344438170525127
"MYO18A","KMT2C",0.0344438170525127
"MYT1","KMT2C",0.0344438170525127
"NBEAL2","KMT2C",0.0344438170525127
"NBPF1","KMT2C",0.0344438170525127
"NBPF3","KMT2C",0.0344438170525127
"NCOA1","KMT2C",0.0344438170525127
"NLRP8","KMT2C",0.0344438170525127
"NOS2","KMT2C",0.0344438170525127
"NSRP1","KMT2C",0.0344438170525127
"NUDT16","KMT2C",0.0344438170525127
"NUP188","KMT2C",0.0344438170525127
"OTOF","KMT2C",0.0344438170525127
"PADI3","KMT2C",0.0344438170525127
"PCDHAC1","KMT2C",0.0344438170525127
"PCDHGB1","KMT2C",0.0344438170525127
"PDS5B","KMT2C",0.0344438170525127
"PLCG2","KMT2C",0.0344438170525127
"PPCS","KMT2C",0.0344438170525127
"PRDM13","KMT2C",0.0344438170525127
"PRICKLE1","KMT2C",0.0344438170525127
"PRKD2","KMT2C",0.0344438170525127
"PROM2","KMT2C",0.0344438170525127
"PTPN3","KMT2C",0.0344438170525127
"PTPRD","KMT2C",0.0344438170525127
"PTPRN","KMT2C",0.0344438170525127
"RAB3GAP2","KMT2C",0.0344438170525127
"RALGAPA2","KMT2C",0.0344438170525127
"RBBP6","KMT2C",0.0344438170525127
"RBL1","KMT2C",0.0344438170525127
"RIC8B","KMT2C",0.0344438170525127
"RIMS1","KMT2C",0.0344438170525127
"RSC1A1","KMT2C",0.0344438170525127
"RSPH6A","KMT2C",0.0344438170525127
"RTN3","KMT2C",0.0344438170525127
"SCN10A","KMT2C",0.0344438170525127
"SEMG2","KMT2C",0.0344438170525127
"SLC25A13","KMT2C",0.0344438170525127
"SLC32A1","KMT2C",0.0344438170525127
"SLC5A8","KMT2C",0.0344438170525127
"SMARCAL1","KMT2C",0.0344438170525127
"SPECC1L","KMT2C",0.0344438170525127
"SPG11","KMT2C",0.0344438170525127
"SPIRE2","KMT2C",0.0344438170525127
"SSX2IP","KMT2C",0.0344438170525127
"TEKT2","KMT2C",0.0344438170525127
"TGM2","KMT2C",0.0344438170525127
"TNKS","KMT2C",0.0344438170525127
"UBR4","KMT2C",0.0344438170525127
"ZFHX3","KMT2C",0.0344438170525127
"ZFP30","KMT2C",0.0344438170525127
"ZNF300","KMT2C",0.0344438170525127
"ZNF592","KMT2C",0.0344438170525127
"ZNF599","KMT2C",0.0344438170525127
"ZNF649","KMT2C",0.0344438170525127
"ZNF724P","KMT2C",0.0344438170525127
"ZNF831","KMT2C",0.0344438170525127
"ZNF836","KMT2C",0.0344438170525127
"CUBN","ANKRD30A",0.0349650349650349
"CUBN","RNF168",0.0349650349650349
"CUBN","UBR5",0.0349650349650349
"ANKRD30A","CUBN",0.034965034965035
"RNF168","CUBN",0.034965034965035
"UBR5","CUBN",0.034965034965035
"TTN","TYRO3",0.0353201504769883
"TYRO3","TTN",0.0353201504769883
"CUBN","ERBB3",0.040450813152388
"ERBB3","CUBN",0.040450813152388
"BIRC6","BLM",0.0405594405594406
"BIRC6","PSD3",0.0405594405594406
"BIRC6","ZNF93",0.0405594405594406
"BLM","BIRC6",0.0405594405594406
"BLM","RB1",0.0405594405594406
"BLM","XIRP2",0.0405594405594406
"PSD3","BIRC6",0.0405594405594406
"PSD3","RB1",0.0405594405594406
"PSD3","XIRP2",0.0405594405594406
"RB1","BLM",0.0405594405594406
"RB1","PSD3",0.0405594405594406
"RB1","ZNF93",0.0405594405594406
"XIRP2","BLM",0.0405594405594406
"XIRP2","PSD3",0.0405594405594406
"XIRP2","ZNF93",0.0405594405594406
"ZNF93","BIRC6",0.0405594405594406
"ZNF93","RB1",0.0405594405594406
"ZNF93","XIRP2",0.0405594405594406
"NBPF10","FBLN1",0.0405594405594406
"FBLN1","NBPF10",0.0405594405594406
"IRS4","NBPF10",0.0405594405594406
"NBPF10","IRS4",0.0405594405594406
"AHNAK2","IRS4",0.0405594405594406
"ANKRD30A","MYCBP2",0.0405594405594406
"BIRC6","FBLN1",0.0405594405594406
"DYNC1H1","IRS4",0.0405594405594406
"FAM47C","IRS4",0.0405594405594406
"FBLN1","BIRC6",0.0405594405594406
"FBLN1","RB1",0.0405594405594406
"FBLN1","XIRP2",0.0405594405594406
"FRY","IRS4",0.0405594405594406
"MUC17","IRS4",0.0405594405594406
"PCLO","IRS4",0.0405594405594406
"RB1","FBLN1",0.0405594405594406
"RNF168","MYCBP2",0.0405594405594406
"UBR5","MYCBP2",0.0405594405594406
"VPS13D","IRS4",0.0405594405594406
"XIRP2","FBLN1",0.0405594405594406
"ZNF479","IRS4",0.0405594405594406
"ZNF708","IRS4",0.0405594405594406
"IRS4","AHNAK2",0.0405594405594406
"IRS4","DYNC1H1",0.0405594405594406
"IRS4","FAM47C",0.0405594405594406
"IRS4","FRY",0.0405594405594406
"IRS4","MUC17",0.0405594405594406
"IRS4","PCLO",0.0405594405594406
"IRS4","VPS13D",0.0405594405594406
"IRS4","ZNF479",0.0405594405594406
"IRS4","ZNF708",0.0405594405594406
"MYCBP2","ANKRD30A",0.0405594405594406
"MYCBP2","RNF168",0.0405594405594406
"MYCBP2","UBR5",0.0405594405594406
"MYCBP2","TP53",0.0407523510971787
"TP53","MYCBP2",0.0407523510971787
"TYRO3","FAT1",0.0407636738906089
"TYRO3","PDE4DIP",0.0407636738906089
"TYRO3","ZNF844",0.0407636738906089
"FAT1","TYRO3",0.0407636738906089
"PDE4DIP","TYRO3",0.0407636738906089
"ZNF844","TYRO3",0.0407636738906089
"ASH1L","KMT2C",0.0418803418803419
"CSMD3","KMT2C",0.0418803418803419
"FLG","KMT2C",0.0418803418803419
"HMCN1","KMT2C",0.0418803418803419
"ZNF106","KMT2C",0.0418803418803419
"ZNF681","KMT2C",0.0418803418803419
"KMT2C","ASH1L",0.0418803418803419
"KMT2C","CSMD3",0.0418803418803419
"KMT2C","FLG",0.0418803418803419
"KMT2C","HMCN1",0.0418803418803419
"KMT2C","ZNF106",0.0418803418803419
"KMT2C","ZNF681",0.0418803418803419
"BLM","DST",0.0429864253393665
"BLM","SYNE1",0.0429864253393665
"DST","BLM",0.0429864253393665
"DST","PSD3",0.0429864253393665
"DST","ZNF93",0.0429864253393665
"PSD3","DST",0.0429864253393665
"PSD3","SYNE1",0.0429864253393665
"SYNE1","BLM",0.0429864253393665
"SYNE1","PSD3",0.0429864253393665
"SYNE1","ZNF93",0.0429864253393665
"ZNF93","DST",0.0429864253393665
"ZNF93","SYNE1",0.0429864253393665
"MUC16","CUBN",0.0448362915316536
"CUBN","MUC16",0.0448362915316536
"AGO3","SPEN",0.0473429951690821
"ARID4B","SPEN",0.0473429951690821
"BOD1L1","SPEN",0.0473429951690821
"BRWD1","SPEN",0.0473429951690821
"C17orf70","SPEN",0.0473429951690821
"CACNA1G","SPEN",0.0473429951690821
"DNAH9","SPEN",0.0473429951690821
"EIF2AK4","SPEN",0.0473429951690821
"FLNB","SPEN",0.0473429951690821
"FRMPD1","SPEN",0.0473429951690821
"IMMT","SPEN",0.0473429951690821
"KALRN","SPEN",0.0473429951690821
"KIAA0922","SPEN",0.0473429951690821
"KIAA1377","SPEN",0.0473429951690821
"LCT","SPEN",0.0473429951690821
"MAGEC1","SPEN",0.0473429951690821
"MYH1","SPEN",0.0473429951690821
"MYH15","SPEN",0.0473429951690821
"MYH4","SPEN",0.0473429951690821
"PAN2","SPEN",0.0473429951690821
"POLR2A","SPEN",0.0473429951690821
"ROBO2","SPEN",0.0473429951690821
"TATDN2","SPEN",0.0473429951690821
"TRIP11","SPEN",0.0473429951690821
"VCAN","SPEN",0.0473429951690821
"ZFP36L1","SPEN",0.0473429951690821
"ZNF780A","SPEN",0.0473429951690821
"ZZEF1","SPEN",0.0473429951690821
"SPEN","AGO3",0.0473429951690821
"SPEN","ARID4B",0.0473429951690821
"SPEN","BOD1L1",0.0473429951690821
"SPEN","BRWD1",0.0473429951690821
"SPEN","C17orf70",0.0473429951690821
"SPEN","CACNA1G",0.0473429951690821
"SPEN","DNAH9",0.0473429951690821
"SPEN","EIF2AK4",0.0473429951690821
"SPEN","FLNB",0.0473429951690821
"SPEN","FRMPD1",0.0473429951690821
"SPEN","IMMT",0.0473429951690821
"SPEN","KALRN",0.0473429951690821
"SPEN","KIAA0922",0.0473429951690821
"SPEN","KIAA1377",0.0473429951690821
"SPEN","LCT",0.0473429951690821
"SPEN","MAGEC1",0.0473429951690821
"SPEN","MYH1",0.0473429951690821
"SPEN","MYH15",0.0473429951690821
"SPEN","MYH4",0.0473429951690821
"SPEN","PAN2",0.0473429951690821
"SPEN","POLR2A",0.0473429951690821
"SPEN","ROBO2",0.0473429951690821
"SPEN","TATDN2",0.0473429951690821
"SPEN","TRIP11",0.0473429951690821
"SPEN","VCAN",0.0473429951690821
"SPEN","ZFP36L1",0.0473429951690821
"SPEN","ZNF780A",0.0473429951690821
"SPEN","ZZEF1",0.0473429951690821
"TYRO3","ASH1L",0.0473856209150327
"TYRO3","CSMD3",0.0473856209150327
"TYRO3","FLG",0.0473856209150327
"TYRO3","HMCN1",0.0473856209150327
"TYRO3","ZNF106",0.0473856209150327
"TYRO3","ZNF681",0.0473856209150327
"ASH1L","TYRO3",0.0473856209150327
"CSMD3","TYRO3",0.0473856209150327
"FLG","TYRO3",0.0473856209150327
"HMCN1","TYRO3",0.0473856209150327
"ZNF106","TYRO3",0.0473856209150327
"ZNF681","TYRO3",0.0473856209150327
"SPEN","FAT4",0.0494486627653915
"SPEN","ZNF626",0.0494486627653915
"FAT4","SPEN",0.0494486627653916
"ZNF626","SPEN",0.0494486627653916
"ACIN1","IRS4",0.0497737556561086
"PIK3CA","IRS4",0.0497737556561086
"SYNE2","IRS4",0.0497737556561086
"ZNF716","MYCBP2",0.0497737556561086
"IRS4","ACIN1",0.0497737556561086
"IRS4","PIK3CA",0.0497737556561086
"IRS4","SYNE2",0.0497737556561086
"MYCBP2","ZNF716",0.0497737556561086
"FAT4","FBLN1",0.0497737556561086
"FBLN1","FAT4",0.0497737556561086
"FBLN1","ZNF626",0.0497737556561086
"ZNF626","FBLN1",0.0497737556561086
"CUBN","ZNF721",0.0497737556561086
"ZNF721","CUBN",0.0497737556561086
"CUBN","ZNF716",0.0497737556561086
"ZNF716","CUBN",0.0497737556561086
